Epoch,LR,Total_Loss,Main_BCE,Main_Dice,Aux_BCE,Aux_Dice,Main_IoU,Phase_Time(s)
1,0.0003,1.3772956742180718,0.43081408970885804,0.9464815828535292,0.0,0.0,0.015216495385134799,17.36266326904297
2,0.0003,1.1024369584189522,0.20209462410873838,0.9003423266940647,0.0,0.0,0.19068490660801116,17.54253339767456
3,0.0003,0.9366010414229499,0.14788236402802998,0.7887186818652683,0.0,0.0,0.33680437604586283,17.461020469665527
4,0.0003,0.7937057786517673,0.11093719609909587,0.6827685793240865,0.0,0.0,0.3789938122034073,17.621798038482666
5,0.0003,0.6654729518625472,0.10594359710812569,0.5595293561617534,0.0,0.0,0.41660816934373646,17.429390907287598
6,0.0003,0.594062077999115,0.10168169207043118,0.49238038857777916,0.0,0.0,0.4405166685581207,17.4464213848114
7,0.0003,0.5663097626633115,0.10774608825643857,0.45856367614534166,0.0,0.0,0.4480747401714325,17.51708984375
8,0.0003,0.5458266701963213,0.10891221728589799,0.43691445191701256,0.0,0.0,0.45775328146086797,17.457472324371338
9,0.0003,0.5411388403839535,0.10937154384122955,0.431767295466529,0.0,0.0,0.45910714632934996,17.601802825927734
10,0.0003,0.5387222230434418,0.11142471577558252,0.4272975034183926,0.0,0.0,0.45937705569797094,17.39726734161377
11,0.0003,0.5244984924793243,0.11136887090073691,0.41312961975733437,0.0,0.0,0.47031357023451065,17.65769648551941
12,0.0003,0.5247163527541691,0.11367308439479934,0.4110432704289754,0.0,0.0,0.47648726370599537,17.49012327194214
13,0.0003,0.527909294101927,0.1203689172036118,0.4075403796301948,0.0,0.0,0.4761618064509498,17.425636053085327
14,0.0003,0.5160374270545112,0.1116653963095612,0.40437202850977577,0.0,0.0,0.482465355263816,17.576916694641113
15,0.0003,0.5180279566182031,0.11306099717815717,0.40496695836385094,0.0,0.0,0.4784946925110287,17.4649658203125
16,0.0003,0.5120551976892683,0.11438643112778664,0.3976687643263075,0.0,0.0,0.4858164250850677,17.644409894943237
